id	sentence1	sentence2	label
train_120590	"For example, the instances of the ga-case of the case frame "" -5 (be pushed down-5)"" and the wo-case of the case frame "" -4 (push down-4),"" which are considered to be aligned and represent patient, are similar."	we exploit semantic similarity sim SEM between the instances of the corresponding cases.	reasoning
train_164996	"Under the supervised condition, the labeled training corpus, with the same distribution to the unlabeled testing corpus, can help to predict dictionary performance."	we propose a square overlap ratio (SOR) measure to predict the performance of dictionary.	reasoning
train_2455	"Because the important unit of the work in the applications of text chunking is a phrase, F-score is far more important than accuracy."	we have much room to improve in F-score.	reasoning
train_35755	"As a result, the lack of interpretability makes it very difficult to understand translation process and debug NMT systems."	it is important to develop new methods for visualizing and understanding NMT.	reasoning
train_74542	We believe that they complement each other because they perform translation from different angles.	"to capture this complementation, for the PAS span in the decoding hypergraph, we can use both our PAS-based translation method and the traditional translation method."	reasoning
train_145229	"For the rerequested annotations, we dismissed the first annotations and took only the re-annotated results for our experiment."	"counting only the approved (and not rejected) annotations, 218 workers (with the lifetime approval rate > 95%) participated in our annotation, over about two weeks including the time for the re-request."	reasoning
train_85970	The general assumption is that true and false rumours would have different patterns in the stance distribution over time.	"after training models for true and false rumours, we can build a binary veracity classifier by comparing sequence occurrence probabilities for the two cases."	reasoning
train_131904	"That is, most equations and structured answers extracted by our method are correct, and many problems are dropped from the dataset."	"we get dataset Math23k which contains 23,161 problems labeled with structured equations and answers."	reasoning
train_204937	"Also, since there were no translations for the n-grams such as "" "" [(1) chiu masao, (2) chiu paul, (3) paul chiu] and "" "" [(1) zaiseibuchou, (2)(3) finance minister], the words in the ""nonmatching list"" could not be moved to the ""matching list""."	the parallel translation expression was judged as incorrect and removed from the final extraction results.	reasoning
train_128583	"Bowman et al. (2015), on the contrary, improve a natural language inference task from an accuracy of 71.3% to 80.8% by initializing parameters with an additional dataset of 550,000 samples."	more systematic studies are needed to shed light on transferring neural networks in the field of NLP.	reasoning
train_61327	"Instances that are not inscribed are considered to be invoked (also sometimes called evoked), in which ""an evaluative response is projected by reference to events or states which are conventionally prized"" (Hunston and Thompson 2000b, page 142)."	a bright kid or a vicious kid are inscribed.	reasoning
train_53730	"If a certain class of negative or positive examples is not seen in the training data (and therefore it is not captured by the classification rules), the system cannot classify its instances."	"the larger and more diverse the training data, the better the classification rules."	reasoning
train_170612	"As a result, the quality of information in social media has become a primary concern for many social media oriented tasks, such as rumor detection (Qazvinian et al., 2011) and credibility evaluations (Jaworski et al., 2014)."	uncertainty identification is significant for users to synthesize information to derive reliable interpretation.	reasoning
train_28798	"Similarly, some prominent tokens (e.g., ""Olympics"") are irrelevant and have no predicates anchored to them."	"instead of anchoring each predicate in the logical form to tokens in the utterance via lexical rules, we propose parsing more freely."	reasoning
train_883	"Contrary to the French Treebank, the Penn Treebank contains non-surfastic constructions such as empty nodes, and constituents that are not triggered by a lexical items."	"before evaluating our new shallow-parser, we automatically removed from the test sentences all opening brackets that were not immediately followed by a lexical item, with their corresponding closing brackets, as well as all the constituents which contained an empty element."	reasoning
train_166127	" As the length of both alignments is the same, only substitutions and matches are possible, and there are no deletions or insertions. "	the Levenshtein distance is equal to the number of mismatches (substitutions) between these two sequences.	reasoning
train_2748	"In particular, to our knowledge, there have been no attempts to (1) globally optimize an anaphoricity determination procedure for coreference performance and (2) incorporate anaphoricity into coreference systems as a feature."	"as part of our investigation, we propose a new corpus-based method for achieving global optimization and experiment with representing anaphoricity as a feature in the coreference system."	reasoning
train_123153	Mappings between FrameNet and WordNet are not perfect.	we opted to manually annotate the senses of the words in the word-level lexicon.	reasoning
train_105498	We propose a simple method that extracts audio samples from movies using textual sentiment analysis.	"it is possible to automatically construct a larger dataset of audio samples with positive, negative emotional and neutral speech."	reasoning
train_120580	"Specifically, since a normalized-case structure represents the same meaning in the same representation, normalized-case analysis is useful for recognizing textual entailment and information retrieval."	we need a system that first analyzes surface cases and then alternates the surface cases with normalized-cases.	reasoning
train_215980	Table 4 demonstrates that skewness in the dataset affects the performance of the classifier.	we explored several approaches for optimizing the results while working with skewed dataset.	reasoning
train_202910	"This is because under PL, patterns, lexical or superlexical, are just indices for instances, and they do not (need to) have meanings of their own."	"it can be argued that they appear to have meanings of their own just because they serve as ""keys"" to full instances that bear meanings."	reasoning
train_52800	"Competing versions of the central definitions and claims of the theory have also been proposed: For example, different definitions of backward-looking center (CB) can be found in Grosz, Joshi, and Weinstein (1983, 1995) and Gordon, Grosz, and Gillion (1993)."	"a researcher wishing to test the predictions of centering, or to use it for practical applications, is confronted with a large number of possible instantiations of the theory."	reasoning
train_195026	The Genia event extraction shared task provides the annotations of all entity mentions.	"for each trigger, we use all the entity mentions that occur in the same sentence as its candidate arguments, and then assign an argument role or None."	reasoning
train_42009	"At each time step, we maintain the top b parsing states, pruning off the rest."	a candidate parse that made it to the end of decoding had to survive within the top b at every step.	reasoning
train_111818	"Moreover, a SuperARV language model was presented (Wang and Harper, 2002), in which lexical features and syntactic constraints were tightly integrated into a linguistic structure of SuperARV serving as a class in the model."	"these knowledge was integrated in the representation level, and then the joint probabilities of words and corresponding SuperARVs were estimated."	reasoning
train_202906	"The rank of patterns is defined as follows: In a PL constructed for an array with k-segments, the number of constants in a pattern corresponds to its rank."	the null pattern at the top is always at rank 0.	reasoning
train_36014	"By utilizing the transductive learning framework, we boost the F-measure by 1.7% and 2.1%, respectively."	our method is effective to predict hypernyms of Chinese entities.	reasoning
train_129011	"Providing such rationales during manual classification is a natural interaction for annotators, and requires little additional effort (Settles, 2011; McDonnell et al., 2016)."	"when training new classification systems, it is natural to acquire supervision at both the document and sentence level, with the aim of inducing a better predictive model, potentially with less effort."	reasoning
train_71712	"When we apply phrase substitution on a non-terminal node, then any simplification operation (including dropping, reordering and substitution) cannot happen on its descendants any more because when a node has been replaced then its descendants are no longer existing."	for each non-terminal node we must decide whether a substitution should take place at this node or at its descendants.	reasoning
train_128790	"We optimize the collocations of relevant aspect words and phrases in the GPU framework in two ways: Word to phrase: Intuitively, if an aspect word is assigned to a topic then that topic should represent that aspect and to all other phrases in that aspect's phrase set (i.e., phrases containing that aspect) should belong to the same topic."	when an aspect word is assigned to a topic then each phrase in its aspect set is promoted with a small count in that topic.	reasoning
train_133447	"That is, these annotations cannot be generated without background knowledge or added context."	in this preliminary work we focus on predicting CI lyric annotations.	reasoning
train_143585	"Although in our few-shot approach we use full in-domain dialogues, we end up having significantly less in-domain training data, with the crucial difference that none of those has to be annotated for our approach."	the method we introduced attains state-of-the-art in both accuracy and data-efficiency.	reasoning
train_124782	"As introduced in Section 3.1, a span-based target annotation of an opinion in MPQA 2.0 captures the most important target this opinion is expressed toward."	the head of the target span can be considered to be the most important eTarget of an opinion.	reasoning
train_168929	The theory of priming applies to any perceptual entities regardless of modality.	"the use of lexical and visual features as priming cues is cognitively valid (Stenberg et al., 1995)."	reasoning
train_153393	"The clues exploited in this paper are based on the fact that the direction of eye gaze directly reflects the focus of attention (Richardson et al.,
2007; Just and Carpenter, 1976) , i.e. when one utters a referring expression, he potentially focuses on the object involved by fixating his eyes on it."	we use the eye fixations as clues for identifying the pieces focused on using the following criteria: the nearest piece to the eye fixation point is more likely a target of focus over all other pieces.	reasoning
train_171142	The alignment tools we used do not guarantee full alignment coverage for each word in a sentence.	some target or frame elements are not projected from English to Chinese if no alignment information is provided.	reasoning
train_176614	"From the word similarity point of view, the degree of similarity for å¢¨é¡""sunglasses"" and å°ˆåˆ©""patent"" should not be high no matter which ontology is applied, for the former is a concrete object but the latter is an abstract one."	their distance in an ontology is also far from each other.	reasoning
train_166126	"For a given phrase alignment, each pair of aligned phoneme symbols is converted into a single token by joining the symbols with symbol ':' as a delimiter."	the alignment of two sequences is converted into a sequence of these tokens.	reasoning
train_39127	"Because of the discrete choice of neutral words, the loss is no longer differentiable over the neutralization module."	we formulate it as a reinforcement learning problem and use policy gradient to train the neutralization module.	reasoning
train_173829	Texts are short and include many references to concepts that have a specific terminology.	sA methods must be adapted to the syntactic and semantic features of financial microblogs.	reasoning
train_214337	"Handling Slang We handle these cases by mapping slangs to their IV equivalents, but slang is an open class and it is difficult to detect all slangs in tweets domain."	we select the most frequent twenty slang words from 17k types in our corpus (10 million tokens) and map them to their IV equivalents.	reasoning
train_19337	"However, when tagset BMES is used, the learned constraints don't always make reliable predictions, and the overall precision is not high enough to constrain a probabilistic model."	we will only use the deterministic constraints that predict IB tags in following CWS experiments.	reasoning
train_154877	"Furthermore, damage to communication equipment, power outages, and inundation of the air waves prevented the use of mobile phones, which are generally the most important tool for communication during a disaster."	Twitter or social network services (SNS) such as mixi3 played an important role for propagating safety information among people. 	reasoning
train_160162	"Although the English unsupervised approach assumes that there are explicit word segmentations, conventional analyzers often fail to segment non-standard words in Japanese."	"to extract variants in an unsupervised fashion, we have to introduce an idea to generate correct word segmentation of variant words."	reasoning
train_73906	"Indeed, the closer a node is to a given nest, the more ants from that nest will have passed through and deposited odour components."	the odour of that node will reflect its nest neighbourhood and allow ants to find their way by computing the score between their odour (that of their mother nest) and the surrounding nodes and by choosing to go on the node yielding the highest score.	reasoning
train_39123	The proposed method requires the two modules to have initial learning ability.	"we propose a novel pre-training method, which uses a self-attention based sentiment classifier (SASC)."	reasoning
train_7683	"The structured space of a synchronous grammar is a natural fit for phrase pair probability estimation, though the search space can be prohibitively large."	we explore efficient algorithms for pruning this space that lead to empirically effective results.	reasoning
train_74534	"They not only achieved the start-of-the-art monolingual SRL performance to date, but acquired the mapping between bilingual arguments."	we follow their work to achieve bilingual SRL results for our training set.	reasoning
train_86799	"Unlike the voting algorithms, the classifiers do not require a uniform input."	we have tested if their performance can be improved by supplying them with information about the input of the first classification stage.	reasoning
train_90653	"When no constraint available, however, all word pairs in the an input sequence must be considered, leading to very poor efficiency in computation for no gain in effectiveness."	the training sample needs to be pruned properly.	reasoning
train_272	"The problem is not the ambiguity per se, but that the regular form TAG parser, unlike a standard TAG parser, does not always distinguish these multiple derivations, because root and foot adjunction are both performed by the same rule analogous to our Pop-push."	"for a given application of this rule, it is not possible to say which tree is adjoining into which without examining the rest of the derivation."	reasoning
train_112704	"For example, we linked (MEDICAL SPECIALTIES -gynaecology.n) to the Gynaecology Wikipage."	"we could include the adjective gynaecologic, pointing to the Gynaecology page, into the MEDICAL SPECIALTIES frame for sentences like ""Fellowship training in a gynaecologic subspeciality can range from one to four years""."	reasoning
train_36056	"If the number of course concepts is n, the number of all possible pairs to be checked could reach n Ã— (n âˆ’ 1)/2, which requires arduous human labeling work."	"for each dataset, we randomly select 25 percent of all possible pairs for evaluation."	reasoning
train_196758	"However, this approach suffered from the issue of noisy labels."	"some subsequent studies (Riedel et al., 2010;Hoffmann et al., 2011;Surdeanu et al., 2012) considered distant supervision relation extraction as a multi-instance learning problem, which extracted relation from a bag of sentences instead of a single sentence."	reasoning
train_73904	"Depending on the lexical information present and the structure of the graph, ants will favour following bridges between more closely related senses."	"the more closely related the senses of the nests are, the more a bridge between them will contribute to their mutual reinforcement and to the sharing of resources between them (thus forming meta-nests); while the bridges between more distant senses will tend to fade away."	reasoning
train_123209	"The basic idea of our method is that the translation similarity of two pages can be inferred from their neighbor pages, which can be adopted as an important source of external similarity."	the translation similarity of page pairs will influence each other.	reasoning
train_21888	"Context Feature It is expected that words acquiring new senses will tend to neighbor different sets of words (e.g. different arguments, prepositions, parts of speech, etc.)."	we define an additional type level feature to be the ratio of the number of new domain n-grams (up to length three) that contain word w and which do not appear in the old domain to the total number of new domain n-grams containing w. 	reasoning
train_160755	"We find that taking seven top-ranking subtopics (chains) can lead to a good coverage of the given topic, and selecting four sentences for each subtopic to form a paragraph will make the overall length just around 1,000."	we limit the numbers for subtopic and sentence selection as such.	reasoning
train_67548	"Even when this is not the case, it is possible that simply recognizing the name of the correct theorem or definition out of a menu does not imply that the student is fully knowledgeable about the actual content of the theorem involved."	it is plausible that asking the students to express the content of these theorems and definitions in their own words as a form of selfexplanation could lead to a deeper level of their understanding.	reasoning
train_98114	"At the time of analysis (June 2018), over 25% of the YouCook2 videos had been removed from YouTube, and therefore we do not consider them."	all our experiments operate on a subset of the YouCook2 data.	reasoning
train_44443	"Note that as we have discussed above, segmentation over pinyin sequence is also necessary to alleviate the ambiguity of pinyin-to-character mapping."	the task here for IME online working actually requires an online word segmentation algorithm if we want to keep the aim of open vocabulary learning.	reasoning
train_220113	"As in Â§6.1, for each instance in the original dataset, we find the most similar sentence in ukWac for each instance using word embeddings and add it into the dataset."	"the number of instances is doubled, and we use the enriched dataset for our sense-topic model."	reasoning
train_112046	Predicted segments provide more context to the clustering algorithm that induces the HMM states.	a more robust state representation is obtained.	reasoning
train_149465	"After mapping the Freebase types of Donald Trump to the target tag set, this sample will be weakly annotated as /person/politician, /person/tv personality, and /person/business, which is exactly the same as the type information (the ""Types From KB"" in Figure 1) obtained through EL."	"during training, when the EL system links the mention to the correct entity, the model only needs to output the types in the KB type representation."	reasoning
train_178383	"While we found our treelet system more resistant to degradation at smaller phrase sizes than the phrase-based system, it nevertheless suffered significantly at very small phrase sizes."	"it is also subject to practical problems of size, and again these problems are exacerbated since there are potentially an exponential number of treelets."	reasoning
train_40359	"In many sequence models where the vocabulary size is large, exact inference by finding the true shortest path in the graph discussed in Section 3.2 is intractable."	"approximate inference techniques such as beam search are often used, or the size of the search space is reduced, for example, by using a Markov assumption."	reasoning
train_214984	"When going to lower levels, the number of specific bursts decreases and approaches the number of bursts shared."	similar observations as the ones drawn from the counts of bursts (Figure 3) can be made.	reasoning
train_123145	"One of our goals is to investigate whether the +/-effect property tends to be shared among semantically-related senses, and another is to use a method that applies to all word senses, not just to the senses of words in a given word-level lexicon."	"we build a graph-based model in which each node is a WordNet sense, and edges represent semantic WordNet relations between senses."	reasoning
train_88776	"For both types of error corpus, it is not enough to collect a large set of sentences which are likely to contain an error -it is also necessary to examine each sentence in order to determine whether an error has actually occurred, and, if it has, to note the nature of the error."	"like the creation of a treebank, the creation of a corpus of ungrammatical sentences requires time and linguistic knowledge, and is by no means a trivial task."	reasoning
train_194720	Those extracted-and-edited sentences serve as pivotal points in the target language space to guide the unsupervised learning.	the learned target language distribution could be closer to the real one.	reasoning
train_10975	"This relatively small improvement is mainly due to the selection of the whole sentence alignment: for many sentences the best alignment still contains alignment errors, some of which could be fixed by other aligners."	it is desirable to combine alignment links from different alignments.	reasoning
train_135867	"As in conventional CNNs, the computation of the convolution operation with RNFs can be easily parallelized."	RNF-based CNN models can be 3-8x faster than their rNN counterparts.	reasoning
train_118142	"We observe 60.5% of sentences and 32.1% of opinion expressions contain other modifiers besides ""target""."	only mining the relations between opinion expressions and evaluation target is actually at risk of inaccurate and incomplete results.	reasoning
train_36970	"In this work, we make a naive assumption that two neighboring sentences share a ""common root""."	"a cross-sentence dependency path can be represented as two shortest dependency path branches from the ends to the ""common root"", as shown in Figure 2."	reasoning
train_53733	"However, York#1 is defined in WordNet as the House of York, the English royal house that reigned from 1461 to 1485."	"the ISS system will consider York#1 a group instead of an entity, yielding an erroneous result."	reasoning
train_204638	The accuracy of the human annotation might be primed by what the POS tagger had tagged.	the human verifications were not treated as the “gold standard” but an inter-annotation agreement (IAA) score that was derived from the annotators‟ identification of the mis-segmented and mis-tagged tokens3. 	reasoning
train_53726	"For example, the concepts import and export are not listed in WordNet as denoting the act of importing/exporting commodities from a foreign country."	relations such as import of sweater and export of milk are mis-classified.	reasoning
train_69694	"The proposed approach still performs much better than the reference algorithms when using a general purpose stop word list, which means that the proposed approach can improve performance well even as a completely unsupervised approach without any training."	the results demonstrate that the proposed approach can be applied to different domains easily even without he proposed approach is  This work was done while the first author was working at the Hong Kong Polytechnic University supported by CERG Grant B-Q941 and Central Research Grant: G-U297.	reasoning
train_29917	"The specifically designed convolutional architecture encodes not only the semantic similarity of the translation pair, but also the context containing the phrase in the source language."	our approach is able to capture context-dependent semantic similarities of translation pairs.	reasoning
train_193663	Our baseline QA results have also shown that FreebaseQA is a much more difficult KBQA task than either WebQSP or SimpleQuestions.	freebaseQA may be an invaluable asset to the investigation of more advanced machine learning methods for factoid KBQA problems.	reasoning
train_145228	"In other words, they were asked to read a sentence, to annotate the sentence, then to read the next sentence, and so on."	"before proceeding with the annotation, we built an annotation tool in order to provide an environment that helps unidirectional reading."	reasoning
train_215101	"Finally, this combination does not make any improvement over the baseline."	this combination of syntactic approaches cannot solve the STS task.	reasoning
train_204025	"Nevertheless, there will be differences with respect to morphosyntactic categories that do not exist in all the languages."	"we expect all the five languages to have nouns and verbs, for example, but not four case distinctions."	reasoning
train_38046	"Narayan and Gardent (2014) argued that syntactic structures do not always capture the semantic arguments of a frame, which may result in wrong splitting boundaries."	"they proposed a supervised system (HYBRID) that uses semantic structures (Discourse Semantic Representations, (Kamp, 1981)) for sentence splitting and deletion."	reasoning
train_42178	"It seems that the numbers of XX-tags in output and tokens in input should keep consistent for better performance since Seq2seq models look to somehow learn such relationship, and used it during the decoding."	using subword information as features is one promising approach for leveraging subword information into constituency parsing.	reasoning
train_200288	"Currently, one of the major focuses of language instruction is to enhance learners' ability to communicate, that is, to enhance their oral communication skills."	language assessment should emphasize the competent use of language in spoken communication.	reasoning
train_200294	"In addition, the -desu and -masu forms are taught by many of the textbooks for beginning learners of Japanese such as Genki published by The Japan Times and Japanese for Busy People I published by the Association of Japanese-Language Teaching."	sJT test items employ the -desu and -masu forms more than any other forms of honorifics.	reasoning
train_64524	"In S2, the parse tree correctly records that node [13] (""John F. Kennedy"") is not the object of the killing."	"despite its being closer to ""killed"", the candidate in S2 receives no extra credit from semantic relation matching."	reasoning
train_210575	"At the same time, the amount of patterns need to not be too large that might overwhelm a user or subsequent language assessment systems."	our goal is to return a reasonable-sized set of patterns and cover typical usage of a given word.	reasoning
train_27559	"This both allows us to identify variants of expansions (e.g., different pluralization, spelling, hyphenation, etc.) as well as finding more plausible expansions (those that are repeated multiple times in a corpus)."	each expansion/abbreviation pair has an associated count which can be used to threshold and filter for increased quality.	reasoning
train_2875	"If this rule is applied exhaustively to an MRS M, we obtain an MRS M without EPconjunctions."	it should be intuitively clear that the configurations of M and M correspond; the configurations of M also correspond to the minimal solved forms of the translation of M .	reasoning
train_192620	"For particle verbs not covered by GermaNet, we used the existing verbs as a seed set and applied a nearest-prototype (centroid) classifier to all other BVs and PVs, with a centroid for each of the 15 classes."	we were able to assign class labels to all verbs in our dataset.	reasoning
train_160307	"Once the lower bound of dimensions is reached, the algorithm gets enough degrees of freedom."	"from this point onwards, even if we increase dimensions, there will not be any statistically significant difference in the standard deviation."	reasoning
train_219420	"Specifically, given a collection of documents retrieved for a target language, the task is to identify the documents that contain text in English in addition to the target language."	"we re-train each system for each target language, using only training data for English and the target language."	reasoning
train_168453	"By separating the notion of 1-gram from that of word spelling, we were able to consider any sequence of morphemes a separate grammatical word according to our needs."	we could treat both the 1-gram Papierballs 'paper ball' and the 2-gram Balls Papier 'ball of paper' as a sequence of two grammatical words.	reasoning
train_55528	"It should be noted at this point that these observations regarding feature weight behavior are based on subjective intuition of how characteristic features are for a word meaning, which is quite difficult to assess systematically."	we next propose a quantitative measure for analyzing the quality of feature vector weights.	reasoning
train_124749	The core idea behind BRAE is that a phrase and its correct translation should share the same semantic meaning.	they can supervise each other to learn their semantic phrase embeddings.	reasoning
train_95021	Each NP that is extracted represents one training example.	if an NP is incorrect then we label it to one of the label from Table 2.	reasoning
train_164994	"In raw Vietnamese texts, space symbol can be treated as an overload symbol, which is a connector within a word or is a separator between words."	the Vietnamese word segmentation (VWS) problem can be defined as a binary categorization task for each space symbol.	reasoning
train_75502	"Although it is straightforward to recast skill inference as a standard text classification problem, i.e., predicting the skills with the profile text alone, personal profiles usually are poorly organized, even with critical information missing."	"predicting the skills with the profile text alone, personal profiles usually are poorly organized, even with critical information missing."	reasoning
train_134388	Our analysis of the document corpus revealed that most text edits to sentences do not significantly change the structure of the sentence.	a simple heuristic based approach can be used to identify edit types.	reasoning
train_167357	"After creating the N-gram model, duplicated N-grams have been removed."	data set size has been reduced by approximately 99.4%.	reasoning
train_176609	"However, 'teacher', also denotes a kind of occupation and should be regarded as an 'occupation value' as well."	we mark the semantic function of ' teacher' as {OccupationValue|è·æ¥­å€¼}to include both meaning facets.	reasoning
train_55501	"A feature represents another word (or term) w with which w co-occurs, and possibly specifies also the syntactic relationship between the two words, as in Grefenstette (1994), Lin (1998), and Weeds and Weir (2005)."	"a word (or term) w is represented by a feature vector, where each entry in the vector corresponds to a feature f ."	reasoning
train_42959	"In addition, given that the local interactions, which do not contain equally valuable information, are used as input into ABS-LSTM across time steps, it is understandable that the produced states do not contribute equally to recognizing emotion."	"we incorporate two levels of attention mechanism into ABS-LSTM, i.e., Regional Interdependence Attention and Global Interaction Attention."	reasoning
train_164304	"ParaLink is particularly efficient for this type of data since it combines the power of disambiguation PPRSim model with ability to efficiently cluster misspelled and corrupted names, that are typical for forum posts."	it achieves a better performance on a dataset with more informal documents.	reasoning
train_218508	"Our model performs best and achieves a significant boost in MR and Hits@10 compared to the baselines, while IKRL slightly outperforms TransE in terms of MR only."	the results confirm the robustness of our method for large-scale datasets.	reasoning
train_88778	"For each sentence in the original tagged corpus, an attempt is made to automatically produce four ungrammatical sentences, one for each of the four error types."	"the output of the error creation procedure is, in fact, four error corpora."	reasoning
train_6428	A second objective was to extend the information that could be learned from the process beyond hyponyms of a given word.	the approach was extended to finding lexical patterns that could produce synonyms and other standard lexical relations.	reasoning
train_23907	They extracted opinion targets/words in advanced through simple phrase detection.	the extraction performance is far from expectation.	reasoning
train_202907	Lexical patterns are always more remote from the fully lexicalized instances than the superlexical ones and are allowed only indirect contributions to the overall interpretation of a given sentence.	"""superlexical"" semantics supersedes the ""lexical"" semantics."	reasoning
train_133445	"Compared to many traditional NLP systems, which are trained on newswire or similar text, an automated system capable of explaining abstract language, or finding alternative text expressions for slang (and other unknown terms) would exhibit a deeper understanding of the nuances of language."	research in this area may open the door to a variety of interesting use cases.	reasoning
train_33676	We apply threshold algorithm to obtain the top short texts based on each query word.	the top-1 result comes from these two ranked lists based on threshold algorithm.	reasoning
train_146656	"To isolate and evaluate the impact of the above (combinatorial) factors, a large experimental study was necessary."	"we conducted over 2.3K experiments on 8 popular, large, datasets of sizes ranging from 120K-3.6M."	reasoning
train_45504	"But as the dependency tree edges have directions, a word plays a different role regarding it is the head or the dependent in an edge."	"instead of using one vector representation, we employ two vectors to distinguish the two roles (Dozat and Manning, 2017)."	reasoning
train_65775	"Unfortunately, an analysis of the parse-based heuristic on our training data (the data set will be described in Section 4), uncovered numerous, rather than just a few, sources of error."	"rather than trying to handcraft a more complex collection of heuristics, we chose to adopt a supervised machine learning approach that relies on features identified in this analysis."	reasoning
train_107127	"Only a limited set of characters are used as family names, while the first name can be any character(s)."	the family name is a very important and useful feature in identifying an NE in the person category.	reasoning
train_150993	"With the development of Web and the open of accessible electronic documents, digital library, and scientific articles, these resources will become more and more abundant."	"method 3 is a feasible way to solve the terminology translation acquisition, which is also validated by the following experiments."	reasoning
train_150759	The unsatisfactory results of our CoNLL preposition SRL system show that the relatively simplistic feature sets used in our research are far from sufficient.	"we will direct our future work towards using additional NLP tools, information repositories and feature engineering to improve all three stages of preposition semantic role labelling."	reasoning
train_136582	"And indeed, if a difference of concreteness between components of an expression hints at a metaphor, as is proposed by the conceptual metaphor theory, then it is plausible that it does not hint at novelty of the metaphoric expression at the same time."	we investigate a feature with more semantic capacity in the next subsection.	reasoning
train_164483	"The system workflow is based on representation models applied to all resources, which represent objects of linguistic processing, namely Knowledge Bases (KBs), Web pages and full texts."	"we develop an architecture, which takes advantage from the semantic information stored in Linguistic Resources (LRs) and is based on the integration of NooJ."	reasoning
train_83854	"In fakeness discrimination, we treated all classes the same."	we would like to incorporate class differences by enforcing larger margin between certain classes.	reasoning
train_98170	"Put differently, the oracle policy selects the set of unlabeled examples that maximizes the target metric of our model on a set sampled from the same distribution as the test set."	" the oracle policy enjoys extremely favorable conditions compared to a trained policy, and we expect it to provide an upper bound on the performance of πθ."	reasoning
train_169414	We observed that a combination of our three methods of annotation that roughly favours T O annotations will pull down precision very close to the worst precision of the three methods and will provide a very low improvement of recall.	association rules could probably suggest a better combination of these three methods.	reasoning
train_217537	Only 109 of the 1453 senses identified in Portuguese did not have an equivalent verb sense in English identified in Propbank.	"as the frame files of such 109 verbs could not obtain the fields brought from Propbank automatically, they required manual edition."	reasoning
train_203814	Space is the common separator of words.	space marks are used as the explicit delimiters or token separator.	reasoning
train_70238	"Random stem generation Keeping the suffix fixed and randomly selecting a stem ties the generated form to the syntactic context, but changes the semantics."	"these generated errors are firstly semantic errors (#1b), featuring stems inappropriate for the context, in addition to having some other morphological error."	reasoning
train_187465	"For the POS induction task, we specifically need embeddings that capture syntactic similarities."	"we experiment with two types of embeddings that are known for such properties: Skip-gram embeddings (Mikolov et al., 2013) are based on a log bilinear model that predicts an unordered set of context words given a target word."	reasoning
train_40582	"Suggestively, the one task where NLI clearly outperforms NMT is WC."	NLI training is better at preserving shallower word features that might be more useful in downstream tasks (cf. Figure 2 and discussion there).	reasoning
train_17745	It scales almost as well to large datasets as standard N-Gram models: training requires only two passes over the data as opposed to a single pass required by N-Gram models.	"the experiments provide empirical evidence that the VMM is based on a reasonable set of modeling assumptions, which translate into an accurate and scalable model."	reasoning
train_86260	We can also find that LSTM-CSS and LSTM-CSS-E nearly perform equally.	we believe that attention mechanism can make the LSTM translation network focus on relevant content and alleviate the influence of the places where local constraints are input.	reasoning
train_165200	"Users may further find more alternatives to complete the task by directly employing patterns such as ""how to"" + task description."	potential how-knowledge is implicitly embedded in search query logs.	reasoning
train_218071	"In the BAKING A CAKE scenario, for example, there is little to no difference between mentions of making the dough and preparing ingredients."	these two events are often confused: Approximately 50% of the instances labeled as PREPARE INGREDIENTS are actually instances of MAKE DOUGH.	reasoning
train_167801	"Since our extraction method is deterministic, all lemmas with the same signature will be parsed in the same way."	it is sufficient for a human to verify and correct a single lemma with a particular signature to determine that all lemmas with that same signature are correctly extracted.	reasoning
train_75808	"While most of these are wide-coverage grammars, and are being actually used for morphological disambiguation in Apertium, they are also too big and complex to be easily used for the early stages of parser development."	"we have written a small Hungarian CG, aimed to fully disambiguate a short Hungarian story, which was used as the development corpus."	reasoning
train_160648	We also show that combining multiple related language pivot models can rival a direct translation model.	the use of subwords as translation units coupled with multiple related pivot languages can compensate for the lack of a direct parallel corpus.	reasoning
train_154355	"In addition, ConceptNet defines nearly thirty kinds of semantic relations, such as CapableOf (agent's ability), SubeventOf (event hierarchy), MotivationOf (affect), DesireOf (want to), and so on, most of which are not included in WordNet."	"if extending WordNet with the large amounts of semantic relations contained in ConceptNet, it is desirable to improve the performances of WordNet-based WSD methods."	reasoning
train_218645	"The analyses have focused on wordlevel models, yet character-level models have been shown to outperform word-level models in some NLP tasks, such as text classification (Zhang et al., 2015), named entity recognition (Kuru et al., 2016), and time normalization (Laparra et al., 2018a)."	"there is a need to study pre-trained contextualized character embeddings, to see if they also yield improvements, and if so, to analyze where those benefits are coming from."	reasoning
train_131435	"In addition, since ADADELTA computes the moving average of updates, and ADAM needs to compute the bias-corrected gradient estimate, they require more intricate implementations."	these two methods are not as popular as ADAGRAD for beginners.	reasoning
train_69200	"However, detailed research (Zhou et al., 2005) shows that it's difficult to extract new effective features to further improve the extraction accuracy."	"researchers turn to kernel-based methods, which avoids the burden of feature engineering through computing the similarity of two discrete objects (e.g."	reasoning
train_210383	"Moreover, learning variables also affect the accent of new and similar vowels in Hong Kong Cantonese produced by non-native speakers."	this study explores the factors that influence the production of the new and similar vowels through having native speakers listen to the Pakistani children speak Cantonese and by the correlation of learning factors and accent ratings.	reasoning
